assay_type,canonical_smiles,molecule_chembl_id,standard_units,standard_value,target_organism,type
B,CC(C(N)=O)c1ccccc1CCc1nc(Nc2cccnc2)ncc1Cl,CHEMBL3971001,nM,44.0,Homo sapiens,IC50
B,CC(C(N)=O)c1ccccc1CCc1nc(Nc2cncnc2)ncc1Cl,CHEMBL3981693,nM,160.0,Homo sapiens,IC50
B,Cc1ccc(Nc2ncc(Cl)c(CCc3ccccc3C(C)C(N)=O)n2)cn1,CHEMBL3915153,nM,45.0,Homo sapiens,IC50
B,CC(C(N)=O)c1ccccc1CCc1nc(Nc2ccnnc2)ncc1Cl,CHEMBL3976872,nM,154.0,Homo sapiens,IC50
B,CC(C(N)=O)c1ccccc1CCc1nc(Nc2cnn(C3CCNCC3)c2)ncc1Cl,CHEMBL3906184,nM,12.0,Homo sapiens,IC50
B,CC(C(N)=O)c1ccccc1CCc1nc(Nc2cnn(C3CCN(C)CC3)c2)ncc1Cl,CHEMBL3970712,nM,9.0,Homo sapiens,IC50
B,Cn1cc(Nc2ncc(Cl)c(CCc3ccccc3C(C)(C)C(N)=O)n2)cn1,CHEMBL3981577,nM,3.0,Homo sapiens,IC50
B,Cc1cnc(Nc2cn[nH]c2)nc1CCc1ccccc1C1(C(N)=O)CC1,CHEMBL3949389,nM,13.0,Homo sapiens,IC50
B,Cc1cnc(Nc2cnn(C)c2)nc1CCc1ccccc1C1(C(N)=O)CC1,CHEMBL3973562,nM,5.0,Homo sapiens,IC50
B,Cc1cnc(Nc2cnn(C3CCN(C)CC3)c2)nc1CCc1ccccc1C1(C(N)=O)CC1,CHEMBL3944075,nM,12.0,Homo sapiens,IC50
B,Cc1cnc(Nc2ccc(C3CCN(C)CC3)nc2)nc1CCc1ccccc1C1(C(N)=O)CC1,CHEMBL3926124,nM,23.0,Homo sapiens,IC50
B,Cc1cnc(Nc2ccc(C(C)N)cc2)nc1CCc1ccccc1C1(C(N)=O)CC1,CHEMBL3901596,nM,46.0,Homo sapiens,IC50
B,Cc1cnc(Nc2cnn(C)c2)nc1CCc1ccccc1C(C)C(N)=O,CHEMBL3986746,nM,15.0,Homo sapiens,IC50
B,Cc1cnc(Nc2cnn(C)c2)nc1CCc1ccccc1[C@@H](C)C(N)=O,CHEMBL4114236,nM,25.0,Homo sapiens,IC50
B,Cc1cnc(Nc2cnn(C)c2)nc1CCc1ccccc1[C@H](C)C(N)=O,CHEMBL3913700,nM,41.0,Homo sapiens,IC50
B,O=C(O)C1(c2ccccc2CCc2nc(Nc3ccc(C4CCNCC4)cc3)ncc2C(F)(F)F)CCC1,CHEMBL4113489,nM,23.0,Homo sapiens,IC50
B,NC(=O)C1(c2cccc(CCc3nc(Nc4cnn(C5CCNCC5)c4)ncc3C(F)(F)F)c2)CC1,CHEMBL3916024,nM,228.0,Homo sapiens,IC50
B,CC(C(N)=O)c1ccccc1CCc1nc(Nc2cn[nH]c2)ncc1C(F)(F)F,CHEMBL3946260,nM,17.0,Homo sapiens,IC50
B,CC(C(N)=O)c1ccccc1CCc1nc(Nc2cnn(C)c2)ncc1C(F)(F)F,CHEMBL3975577,nM,15.0,Homo sapiens,IC50
B,CC(C(N)=O)c1ccccc1CCc1nc(Nc2cnn(C3CCNCC3)c2)ncc1C(F)(F)F,CHEMBL3950340,nM,27.0,Homo sapiens,IC50
B,C[C@@H](C(N)=O)c1ccccc1CCc1nc(Nc2cnn(C3CCNCC3)c2)ncc1C(F)(F)F,CHEMBL4112177,nM,31.0,Homo sapiens,IC50
B,C[C@H](C(N)=O)c1ccccc1CCc1nc(Nc2cnn(C3CCNCC3)c2)ncc1C(F)(F)F,CHEMBL3892144,nM,93.0,Homo sapiens,IC50
B,CC(C(N)=O)c1ccccc1CCc1nc(Nc2cnn(C3CCN(C)CC3)c2)ncc1C(F)(F)F,CHEMBL3900906,nM,27.0,Homo sapiens,IC50
B,CC(=O)N1CCC(n2cc(Nc3ncc(C(F)(F)F)c(CCc4ccccc4C(C)C(N)=O)n3)cn2)CC1,CHEMBL3967214,nM,22.0,Homo sapiens,IC50
B,CCN1CCC(n2cc(Nc3ncc(C(F)(F)F)c(CCc4ccccc4C(C)C(N)=O)n3)cn2)CC1,CHEMBL3970470,nM,86.0,Homo sapiens,IC50
B,CC(C(N)=O)c1ccccc1CCc1nc(Nc2cnn(C3CCN(C(C)C)CC3)c2)ncc1C(F)(F)F,CHEMBL3938601,nM,89.0,Homo sapiens,IC50
B,COc1ccc(Nc2ncc(C(F)(F)F)c(CCc3ccccc3C(C)C(N)=O)n2)cn1,CHEMBL3968164,nM,118.0,Homo sapiens,IC50
B,CN(c1ccc(C2CCNCC2)nc1)c1ncc(C(F)(F)F)c(CCc2ccccc2C(N)C(N)=O)n1,CHEMBL3918715,nM,492.0,Homo sapiens,IC50
B,CC(C(N)=O)c1ccccc1CCc1nc(Nc2ccc(C3CCN(C)CC3)nc2)ncc1C(F)(F)F,CHEMBL3938508,nM,28.0,Homo sapiens,IC50
B,COc1ccc(Nc2ncc(C(F)(F)F)c(CCc3ccccc3C3(C(N)=O)CC3)n2)cn1,CHEMBL3963900,nM,8.0,Homo sapiens,IC50
B,Cn1cc(Nc2ncc(C(F)(F)F)c(CCc3ccccc3C3(C(N)=O)CC3)n2)cn1,CHEMBL3898744,nM,3.0,Homo sapiens,IC50
B,NC(=O)C1(c2ccccc2CCc2nc(Nc3cnn(C4CCNCC4)c3)ncc2C(F)(F)F)CC1,CHEMBL3907640,nM,7.0,Homo sapiens,IC50
B,CN1CCC(n2cc(Nc3ncc(C(F)(F)F)c(CCc4ccccc4C4(C(N)=O)CC4)n3)cn2)CC1,CHEMBL3928029,nM,7.0,Homo sapiens,IC50
B,CN1CCC(c2ccc(Nc3ncc(C(F)(F)F)c(CCc4ccccc4C4(C(N)=O)CC4)n3)cn2)CC1,CHEMBL3892145,nM,63.0,Homo sapiens,IC50
B,CC(NC(=O)OC(C)(C)C)c1ccc(Nc2ncc(C(F)(F)F)c(CCc3ccccc3C3(C(N)=O)CC3)n2)cc1,CHEMBL3983276,nM,64.0,Homo sapiens,IC50
B,CC(N)c1ccc(Nc2ncc(C(F)(F)F)c(CCc3ccccc3C3(C(N)=O)CC3)n2)cc1,CHEMBL3892486,nM,22.0,Homo sapiens,IC50
B,CC(=O)NC(C)c1ccc(Nc2ncc(C(F)(F)F)c(CCc3ccccc3C3(C(N)=O)CC3)n2)cc1,CHEMBL3913725,nM,10.0,Homo sapiens,IC50
B,NC(=O)C1(c2ccccc2CCc2nc(Nc3cnn(CCO)c3)ncc2Cl)CC1,CHEMBL3931510,nM,4.0,Homo sapiens,IC50
B,COCCn1cc(Nc2ncc(Cl)c(CCc3ccccc3C3(C(N)=O)CC3)n2)cn1,CHEMBL3894588,nM,3.0,Homo sapiens,IC50
B,CCC(C(N)=O)c1ccccc1CCc1nc(Nc2ccc(C3CCNCC3)cc2)ncc1C(F)(F)F,CHEMBL3946227,nM,173.0,Homo sapiens,IC50
B,CC[C@@H](C(N)=O)c1ccccc1CCc1nc(Nc2ccc(C3CCNCC3)cc2)ncc1C(F)(F)F,CHEMBL4107713,nM,329.0,Homo sapiens,IC50
B,CC[C@H](C(N)=O)c1ccccc1CCc1nc(Nc2ccc(C3CCNCC3)cc2)ncc1C(F)(F)F,CHEMBL3918323,nM,315.0,Homo sapiens,IC50
B,NC(=O)C1(c2ccccc2CCc2nc(Nc3ccc(C4CCNCC4)cc3)ncc2C(F)(F)F)CC1,CHEMBL3909401,nM,26.0,Homo sapiens,IC50
B,CN1CCC(c2ccc(Nc3ncc(C(F)(F)F)c(CCc4ccccc4C4(C(N)=O)CC4)n3)cc2)CC1,CHEMBL3948670,nM,27.0,Homo sapiens,IC50
B,NC(=O)C1(c2ccccc2CCc2nc(Nc3ccc(C4CNC4)cc3)ncc2C(F)(F)F)CC1,CHEMBL3903877,nM,38.0,Homo sapiens,IC50
B,NC(=O)C1(c2ccccc2CCc2nc(Nc3ccc(C4CCNCC4)nc3)ncc2C(F)(F)F)CC1,CHEMBL3931458,nM,51.0,Homo sapiens,IC50
B,NC(=O)C1(c2ccccc2CCc2nc(Nc3cccnc3)ncc2Cl)CC1,CHEMBL3922174,nM,17.0,Homo sapiens,IC50
B,NC(=O)C1(c2ccccc2CCc2nc(Nc3ccc(C4CCNCC4)cc3)ncc2Cl)CC1,CHEMBL3917694,nM,38.0,Homo sapiens,IC50
B,CN1CCC(c2ccc(Nc3ncc(Cl)c(CCc4ccccc4C4(C(N)=O)CC4)n3)cc2)CC1,CHEMBL3893200,nM,19.0,Homo sapiens,IC50
B,NC(=O)C1(c2ccccc2CCc2nc(Nc3ccc(C(F)(F)F)nc3)ncc2Cl)CC1,CHEMBL3908745,nM,75.0,Homo sapiens,IC50
B,NC(=O)C1(c2ccccc2CCc2nc(Nc3cncnc3)ncc2Cl)CC1,CHEMBL3970850,nM,267.0,Homo sapiens,IC50
B,Cn1cc(Nc2ncc(Cl)c(CCc3ccccc3C3(C(N)=O)CC3)n2)cn1,CHEMBL3918309,nM,9.0,Homo sapiens,IC50
B,NC(=O)C1(c2ccccc2CCc2nc(Nc3cnn(C4CNC4)c3)ncc2Cl)CC1,CHEMBL3963494,nM,30.0,Homo sapiens,IC50
B,NC(=O)C1(c2ccccc2CCc2nc(Nc3ccc(C4CCNCC4)nc3)ncc2Cl)CC1,CHEMBL3980022,nM,51.0,Homo sapiens,IC50
B,CN1CCC(c2ccc(Nc3ncc(Cl)c(CCc4ccccc4C4(C(N)=O)CC4)n3)cn2)CC1,CHEMBL3891581,nM,4.0,Homo sapiens,IC50
B,NC(=O)C1(c2ccccc2CCc2nc(Nc3cnn(C4CCNCC4)c3)ncc2Cl)CC1,CHEMBL3954050,nM,62.0,Homo sapiens,IC50
B,CN1CCC(n2cc(Nc3ncc(Cl)c(CCc4ccccc4C4(C(N)=O)CC4)n3)cn2)CC1,CHEMBL3982717,nM,5.0,Homo sapiens,IC50
B,NC(=O)C1(c2ccccc2CCc2nc(Nc3cn[nH]c3)ncc2Cl)CC1,CHEMBL3959306,nM,11.0,Homo sapiens,IC50
B,NC(=O)C1(c2ccccc2CCc2nc(Nc3cnn(C4CCNC4)c3)ncc2Cl)CC1,CHEMBL3893827,nM,38.0,Homo sapiens,IC50
B,CN1CCC(n2cc(Nc3ncc(Cl)c(CCc4ccccc4C4(C(N)=O)CC4)n3)cn2)C1,CHEMBL3970373,nM,14.0,Homo sapiens,IC50
B,CC(NC(=O)OC(C)(C)C)c1ccc(Nc2ncc(Cl)c(CCc3ccccc3C3(C(N)=O)CC3)n2)cc1,CHEMBL3908239,nM,25.0,Homo sapiens,IC50
B,CC(C(N)=O)c1ccccc1CCc1nc(Nc2cn[nH]c2)ncc1Cl,CHEMBL3960972,nM,64.0,Homo sapiens,IC50
B,CC(C(N)=O)c1ccccc1CCc1nc(Nc2cnn(C)c2)ncc1Cl,CHEMBL3933224,nM,76.0,Homo sapiens,IC50
B,CC(C(N)=O)c1ccccc1CCc1nc(Nc2cnn(C3CCN(C)CC3)c2)ncc1Cl,CHEMBL3970712,nM,52.0,Homo sapiens,IC50
B,Cn1cc(Nc2ncc(Cl)c(CCc3ccccc3C(C)(C)C(N)=O)n2)cn1,CHEMBL3981577,nM,23.0,Homo sapiens,IC50
B,Cc1cnc(Nc2cnn(C)c2)nc1CCc1ccccc1C(C)C(N)=O,CHEMBL3986746,nM,526.0,Homo sapiens,IC50
B,CC(C(N)=O)c1ccccc1CCc1nc(Nc2cnn(C3CCNCC3)c2)ncc1C(F)(F)F,CHEMBL3950340,nM,68.0,Homo sapiens,IC50
B,C[C@@H](C(N)=O)c1ccccc1CCc1nc(Nc2cnn(C3CCN(C)CC3)c2)ncc1C(F)(F)F,CHEMBL4110384,nM,38.0,Homo sapiens,IC50
B,C[C@H](C(N)=O)c1ccccc1CCc1nc(Nc2cnn(C3CCN(C)CC3)c2)ncc1C(F)(F)F,CHEMBL3895625,nM,19.0,Homo sapiens,IC50
B,COc1ccc(Nc2ncc(C(F)(F)F)c(CCc3ccccc3C3(C(N)=O)CC3)n2)cn1,CHEMBL3963900,nM,394.0,Homo sapiens,IC50
B,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,CHEMBL253969,nM,54.2,Homo sapiens,IC50
B,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(-n2cccc2CN(C)C)cc1)c1ccccc1,CHEMBL4069394,nM,9.6,Homo sapiens,IC50
B,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,CHEMBL502835,nM,3.0,Homo sapiens,IC50
B,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12,CHEMBL2220486,nM,10.0,Homo sapiens,IC50
B,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,CHEMBL522892,nM,8.0,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)CCC[C@H](O)[C@H](O)C(=O)CCC[C@H](C)OC2=O,CHEMBL4099337,nM,114.5,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)CCC[C@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O,CHEMBL2012519,nM,1.13,Homo sapiens,IC50
B,Cc1cc(NC(=O)Nc2ccc(-c3ccnc4[nH]nc(C)c34)cc2)ccc1N1CCOCC1,CHEMBL4072731,nM,72.0,Homo sapiens,IC50
B,Cc1cccc(NC(=O)Nc2ccc(-c3ccnc4[nH]nc(C)c34)cc2)c1,CHEMBL4103605,nM,376.0,Homo sapiens,IC50
B,CN(C)C(=O)c1cc2cnc(Nc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)nc2n1C1CCCC1,CHEMBL4063500,nM,43.0,Homo sapiens,IC50
B,CC(C)(C)c1cc(NC(=O)Nc2ccc(-n3nc(-c4ccc(OCCN5CCOCC5)cc4)c4c(N)ncnc43)cc2)no1,CHEMBL4101411,nM,141.0,Homo sapiens,IC50
B,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc2[nH]c(C(=O)N3CCN(C)CC3)cc2c1)c1ccccc1,CHEMBL4165429,nM,18.2,Homo sapiens,IC50
B,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,CHEMBL502835,nM,3.2,Homo sapiens,IC50
B,C=CC(=O)Nc1ccc(-c2ccc(NC(=O)Nc3cccc(Cl)c3)cc2)cn1,CHEMBL4171543,nM,45.0,Homo sapiens,IC50
B,Nc1n[nH]c2cccc(-c3ccc(NC(=S)Nc4cc(Br)ccc4OC(F)(F)F)cc3)c12,CHEMBL4160854,nM,37.0,Homo sapiens,IC50
B,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL388978,nM,2.29,Homo sapiens,IC50
B,CN1CCN(Cc2ccc(NC(=O)c3n[nH]cc3Nc3ncnc4sccc34)cc2)CC1,CHEMBL4075720,nM,4.5,Homo sapiens,IC50
B,Cc1nc2c(c(Nc3c[nH]nc3C(=O)Nc3ccc(N4CCNCC4)cc3)n1)CCC2,CHEMBL4163870,nM,23.01,Homo sapiens,IC50
B,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL388978,nM,3.27,Homo sapiens,IC50
B,CCCNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccc(F)cc4)c3=O)cc2)ccn1,CHEMBL4204920,nM,23.6,Homo sapiens,IC50
B,Cc1c2ccc(N(C)c3ccnc(Nc4ccc(C(=O)NCCCCCCC(=O)NO)cc4)n3)cc2nn1C,CHEMBL4212117,nM,113.0,Homo sapiens,IC50
B,Cc1c2ccc(N(C)c3ccnc(Nc4ccc(C(=O)Nc5ccccc5N)cc4)n3)cc2nn1C,CHEMBL4213341,nM,46.0,Homo sapiens,IC50
B,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CHEMBL477772,nM,46.0,Homo sapiens,IC50
B,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL388978,nM,3.8,Homo sapiens,IC50
B,O=C(Cc1cccc(OCCCN2CCNCC2)c1)Nc1nc(-c2ccncc2)cs1,CHEMBL4245507,nM,1000.0,Homo sapiens,IC50
B,CCn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(OC(F)(F)F)c2)c2c(N)ncnc21,CHEMBL4281823,nM,20.0,Homo sapiens,IC50
B,COc1cc2c(Oc3ccc(NC(=O)c4cc5cccnc5n(-c5ccc(F)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,CHEMBL4279457,nM,183.1,Homo sapiens,IC50
B,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CHEMBL1289926,nM,0.1,Homo sapiens,IC50
B,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,CHEMBL2105717,nM,6.0,Homo sapiens,IC50
B,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,CHEMBL502835,nM,34.0,Homo sapiens,IC50
B,Cc1cnc(Nc2ccc(N3CCC(N(C)CCO)CC3)c(F)c2)nc1-c1cnn(C(C)C)c1,CHEMBL4447631,nM,8.0,Homo sapiens,IC50
B,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL388978,nM,2.69,Homo sapiens,IC50
B,COc1cccc(NC(=O)N2CCCc3cc(Nc4ncnc5cc(OC)c(OC)cc45)ccc32)c1,CHEMBL4539051,nM,14.2,Homo sapiens,IC50
B,COc1cc2ncnc(Nc3ccc4c(c3)CCCN4C(=O)Nc3cccc(Cl)c3)c2cc1OC,CHEMBL4589270,nM,7.8,Homo sapiens,IC50
B,COc1cc2ncnc(Nc3ccc4c(c3)CCCN4C(=O)Nc3ccc(C(C)=O)cc3)c2cc1OC,CHEMBL4548316,nM,17.3,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)-c1cccc(c1)[C@@H](O)[C@H](O)[C@@H](N)/C=C\C[C@H](C)OC2=O,CHEMBL4471009,nM,10000.0,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)-c1cccc(c1)[C@@H](O)[C@H](O)[C@H](O)/C=C\C[C@H](C)OC2=O,CHEMBL4520759,nM,10000.0,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)-c1cccc(c1)CCC(=O)/C=C\C[C@H](C)OC2=O,CHEMBL4515000,nM,27.0,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)-c1cccc(c1)[C@H](O)[C@@H](O)C(=O)CCC[C@H](C)OC2=O,CHEMBL4515912,nM,190.0,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)-c1cccc(c1)[C@H](O)[C@@H](O)C(=O)/C=C\C[C@H](C)OC2=O,CHEMBL4452766,nM,9.2,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)-c1cccc(c1)[C@@H](O)[C@H](O)C(=O)CCC[C@H](C)OC2=O,CHEMBL4517550,nM,10000.0,Homo sapiens,IC50
B,C=C1/C=C\C[C@H](C)OC(=O)c2c(O)cc(OC)cc2-c2cccc(c2)[C@@H](O)[C@@H]1O,CHEMBL4438318,nM,10000.0,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)-c1cccc(c1)[C@@H](O)[C@H](O)C(=O)C/C=C/[C@H](C)OC2=O,CHEMBL4530473,nM,9.9,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)-c1cccc(c1)[C@@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O,CHEMBL4453304,nM,1.1,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)-c1cccc(c1)[C@H](O)[C@H](O)C(=O)CCC[C@H](C)OC2=O,CHEMBL4572320,nM,5300.0,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)-c1cccc(c1)[C@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O,CHEMBL4533447,nM,23.0,Homo sapiens,IC50
B,COc1cc(O)c2c(c1)CCC[C@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O,CHEMBL2012519,nM,0.73,Homo sapiens,IC50
B,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,CHEMBL576982,nM,4900.0,Homo sapiens,IC50
B,CCn1c(N)c(C(=O)NC)c(=O)c2ccc(C#C[C@@](C)(O)COC)nc21,CHEMBL4303275,nM,1.2,Homo sapiens,IC50
B,COC[C@@H](C)Nc1cc(NC(=O)N2CCCc3cc(CN4CCCCOC4=O)c(C=O)nc32)ncc1C#N,CHEMBL4475216,nM,10000.0,Homo sapiens,IC50
B,CN(CCc1ccc(-c2ccccc2)cc1)Cc1cn(C)c2ccc(C(=O)Nc3ccc(F)cc3)cc12,CHEMBL4446681,nM,100000.0,Homo sapiens,IC50
B,COc1cc2ncnc3c2cc1OCCCCCN(C)Cc1ccc(Br)cc1N3,CHEMBL3109738,nM,11.0,Homo sapiens,IC50
B,O=C(CCCC(=O)N1C[C@@H](CCl)c2c1cc(O)c1ccccc21)N1C[C@@H](CCl)c2c1cc(O)c1ccccc21,CHEMBL4465918,nM,4200.0,Homo sapiens,IC50
B,C[C@@H]1CN(C(=O)CCCC(=O)N2C[C@@H](C)c3c2cc(O)c2ccccc32)c2cc(O)c3ccccc3c21,CHEMBL4473548,nM,10000.0,Homo sapiens,IC50
B,Cn1cc(-c2ccc(F)cc2)c(=O)c2c(Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)nccc21,CHEMBL4584949,nM,591.0,Homo sapiens,IC50
B,C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C,CHEMBL4634634,nM,100000.0,Homo sapiens,IC50
B,Cc1cc(C)c(-n2ccn3nc(-c4cccnc4)cc23)cc1NC(=O)c1cc(C#N)cc(S(F)(F)(F)(F)F)c1,CHEMBL3907057,M,0.44,Homo sapiens,IC50
